var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = Atom tire-at(l1), var4 = Atom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = NegatedAtom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l7) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = Atom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l6) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = Atom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l7) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = Atom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l6) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = Atom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l5) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = Atom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l6) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = Atom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l6) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = Atom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l4) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = Atom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l5) -> easy dead end
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = Atom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l0) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = Atom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l4) -> hard dead end
var0 = Atom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = Atom tire-at(l3), var6 = NegatedAtom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l4) -> hard dead end
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = Atom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l3) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l3) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l0) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l4) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l5) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l6) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l5) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = Atom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l5) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l7) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(2), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l6) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(2), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l5) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(2), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l6) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l6) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(2), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l4) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(2), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l5) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = Atom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l5) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(2), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l0) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(2), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l4) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(3), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = NegatedAtom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l4) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(2), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l3) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = Atom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l3) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = Atom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l0) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = Atom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l4) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = Atom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l0) -> hard dead end
var0 = Atom flat-tire(), var1 = Atom has-many-spares(0), var2 = Atom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = Atom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l0) -> hard dead end
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = Atom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l2) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = Atom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l2) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = Atom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l0) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = Atom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l4) -> hard dead end
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = Atom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l5) -> hard dead end
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = Atom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l6) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = Atom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l5) -> easy dead end
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = Atom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l7) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = Atom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l6) -> easy dead end
var0 = Atom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = Atom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l0) -> easy dead end
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = Atom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l3) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l3) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l0) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l4) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l5) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l6) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l5) -> hard dead end
var0 = Atom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = Atom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l5) -> hard dead end
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l7) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l6) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l5) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l6) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = NegatedAtom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l6) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l4) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l5) -> easy dead end
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l0) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l4) -> hard dead end
var0 = Atom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = NegatedAtom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l4) -> hard dead end
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l3) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l2) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = NegatedAtom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l2) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l1) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(0), var2 = NegatedAtom tire-at(l0), var3 = NegatedAtom tire-at(l1), var4 = Atom tire-at(l2), var5 = NegatedAtom tire-at(l3), var6 = Atom tire-at(l4), var7 = NegatedAtom tire-at(l5), var8 = Atom tire-at(l6), var9 = NegatedAtom tire-at(l7), var10 = Atom vehicle-at(l0) -> easy dead end
